Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries
"Extrication / Entrapped (Machinery, Vehicle)",02/18/2018,02/17/2018,02/18/2018 02:53:53 AM,02/18/2018 02:55:50 AM,02/18/2018 02:56:37 AM,02/18/2018 02:56:42 AM,,,,Patient Declined Transport,02/18/2018 02:59:02 AM,MISSION ST/8TH ST,San Francisco,94103,B02,01,2318,3,3,3,true,Fire,1,MEDIC,5,2,6,South of Market
"Extrication / Entrapped (Machinery, Vehicle)",02/18/2018,02/17/2018,02/18/2018 02:53:53 AM,02/18/2018 02:55:50 AM,02/18/2018 02:56:37 AM,02/18/2018 02:59:04 AM,,,,Patient Declined Transport,02/18/2018 03:05:29 AM,MISSION ST/8TH ST,San Francisco,94103,B02,01,2318,3,3,3,false,Fire,1,CHIEF,4,2,6,South of Market
"Extrication / Entrapped (Machinery, Vehicle)",02/18/2018,02/17/2018,02/18/2018 02:53:53 AM,02/18/2018 02:55:50 AM,02/18/2018 02:56:37 AM,02/18/2018 02:58:45 AM,02/18/2018 03:01:24 AM,,,Patient Declined Transport,02/18/2018 03:09:42 AM,MISSION ST/8TH ST,San Francisco,94103,B02,01,2318,3,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
"Extrication / Entrapped (Machinery, Vehicle)",02/18/2018,02/17/2018,02/18/2018 02:53:53 AM,02/18/2018 02:55:50 AM,02/18/2018 02:56:37 AM,02/18/2018 02:58:18 AM,02/18/2018 03:05:21 AM,,,Patient Declined Transport,02/18/2018 03:05:22 AM,MISSION ST/8TH ST,San Francisco,94103,B02,01,2318,3,3,3,false,Fire,1,TRUCK,3,2,6,South of Market
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:47:45 PM,02/18/2018 12:53:14 PM,,,Fire,02/18/2018 01:14:45 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,true,Fire,1,MEDIC,10,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:55 PM,02/18/2018 12:50:15 PM,,,Fire,02/18/2018 01:04:40 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,false,Fire,1,CHIEF,8,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:19 PM,02/18/2018 12:49:53 PM,,,Fire,02/18/2018 01:15:34 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,false,Fire,1,CHIEF,6,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:26 PM,02/18/2018 12:50:05 PM,,,Fire,02/18/2018 01:15:10 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,false,Fire,1,CHIEF,7,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:13 PM,02/18/2018 12:48:39 PM,,,Fire,02/18/2018 01:18:19 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,true,Fire,1,ENGINE,3,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:52:15 PM,02/18/2018 12:53:33 PM,,,,Fire,02/18/2018 12:57:28 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,true,Fire,1,ENGINE,11,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:46 PM,02/18/2018 12:48:02 PM,,,Fire,02/18/2018 01:25:39 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,true,Fire,1,ENGINE,1,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 01:00:36 PM,02/18/2018 01:00:45 PM,,,,Fire,02/18/2018 01:01:13 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,true,Fire,1,ENGINE,13,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:11 PM,02/18/2018 12:48:14 PM,,,Fire,02/18/2018 01:12:58 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,true,Fire,1,ENGINE,2,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:52:15 PM,02/18/2018 12:55:16 PM,,,,Fire,02/18/2018 12:56:21 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,true,Fire,1,RESCUE CAPTAIN,12,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:54 PM,02/18/2018 12:49:15 PM,,,Fire,02/18/2018 01:05:23 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,false,Fire,1,RESCUE SQUAD,4,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:21 PM,02/18/2018 12:50:16 PM,,,Fire,02/18/2018 01:16:51 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,false,Fire,1,TRUCK,9,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 12:43:31 PM,02/18/2018 12:44:33 PM,02/18/2018 12:45:40 PM,02/18/2018 12:46:40 PM,02/18/2018 12:49:34 PM,,,Fire,02/18/2018 01:24:16 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,3,B,2,false,Fire,1,TRUCK,5,2,6,Tenderloin
Outside Fire,02/18/2018,02/18/2018,02/18/2018 05:46:40 PM,02/18/2018 05:46:40 PM,02/18/2018 05:46:52 PM,02/18/2018 05:47:21 PM,02/18/2018 05:49:15 PM,,,No Merit,02/18/2018 05:50:24 PM,18TH ST/BRYANT ST,San Francisco,94110,B02,07,5426,A,3,3,true,Fire,1,ENGINE,1,2,9,Mission
Outside Fire,02/18/2018,02/18/2018,02/18/2018 05:52:39 PM,02/18/2018 05:55:01 PM,02/18/2018 05:55:24 PM,02/18/2018 05:56:50 PM,02/18/2018 05:58:55 PM,,,Fire,02/18/2018 06:01:11 PM,300 Block of LEAVENWORTH ST,San Francisco,94109,B02,03,1545,3,3,3,true,Fire,1,ENGINE,1,2,6,Tenderloin
Outside Fire,02/18/2018,02/18/2018,02/18/2018 06:54:50 PM,02/18/2018 06:54:50 PM,02/18/2018 06:54:56 PM,02/18/2018 06:56:29 PM,02/18/2018 06:58:04 PM,,,Fire,02/18/2018 07:04:58 PM,1400 Block of POTRERO AVE,San Francisco,94110,B10,09,2624,B,3,3,true,Fire,1,ENGINE,1,10,10,Mission
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:17:03 PM,02/18/2018 07:17:21 PM,02/18/2018 07:21:07 PM,02/18/2018 07:47:05 PM,02/18/2018 07:53:14 PM,Code 2 Transport,02/18/2018 08:39:46 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,MEDIC,17,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:01:13 PM,02/18/2018 07:08:48 PM,,,Code 2 Transport,02/18/2018 08:11:58 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,MEDIC,10,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:32:23 PM,02/18/2018 07:32:23 PM,,,Code 2 Transport,02/18/2018 09:18:53 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,INVESTIGATION,20,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:02:22 PM,02/18/2018 07:05:38 PM,,,Code 2 Transport,02/18/2018 08:08:42 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,CHIEF,8,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:02:01 PM,02/18/2018 07:05:06 PM,,,Code 2 Transport,02/18/2018 08:40:12 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,CHIEF,6,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:15:33 PM,02/18/2018 07:19:51 PM,,,Code 2 Transport,02/18/2018 07:31:08 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,CHIEF,15,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:25:40 PM,,,,Code 2 Transport,02/18/2018 08:49:49 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,SUPPORT,21,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:02:31 PM,02/18/2018 07:05:42 PM,,,Code 2 Transport,02/18/2018 08:02:29 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,CHIEF,9,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:01:47 PM,02/18/2018 07:03:55 PM,,,Code 2 Transport,02/18/2018 09:17:03 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,4,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:18:59 PM,02/18/2018 07:18:59 PM,02/18/2018 07:18:59 PM,,,Code 2 Transport,02/18/2018 07:34:11 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,14,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:03:04 PM,02/18/2018 07:03:04 PM,,,Code 2 Transport,02/18/2018 09:36:15 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,2,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:16:42 PM,02/18/2018 07:20:13 PM,,,Code 2 Transport,02/18/2018 07:32:36 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,16,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:15:46 PM,,,,Code 2 Transport,02/18/2018 07:30:58 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,23,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:16:25 PM,,,,Code 2 Transport,02/18/2018 08:02:19 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,22,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:06:57 PM,02/18/2018 07:09:11 PM,02/18/2018 07:10:56 PM,,,Code 2 Transport,02/18/2018 07:59:22 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,11,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:15:23 PM,02/18/2018 07:17:17 PM,,,Code 2 Transport,02/18/2018 07:30:58 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,13,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:01:30 PM,02/18/2018 07:03:46 PM,,,Code 2 Transport,02/18/2018 08:15:51 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,ENGINE,3,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:26:36 PM,02/18/2018 07:26:36 PM,,,Code 2 Transport,02/18/2018 08:34:41 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,SUPPORT,18,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:06:57 PM,02/18/2018 07:10:03 PM,02/18/2018 07:13:48 PM,,,Code 2 Transport,02/18/2018 08:03:41 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,true,Fire,1,RESCUE CAPTAIN,12,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:02:18 PM,02/18/2018 07:04:26 PM,,,Code 2 Transport,02/18/2018 07:43:12 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,RESCUE SQUAD,5,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:01:54 PM,02/18/2018 07:05:20 PM,,,Code 2 Transport,02/18/2018 08:28:42 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,TRUCK,7,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:15:01 PM,02/18/2018 07:16:50 PM,02/18/2018 07:31:06 PM,,,Code 2 Transport,02/18/2018 07:39:39 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,TRUCK,19,2,6,Tenderloin
Structure Fire,02/18/2018,02/18/2018,02/18/2018 07:00:30 PM,02/18/2018 07:00:47 PM,02/18/2018 07:01:08 PM,02/18/2018 07:02:08 PM,02/18/2018 07:02:58 PM,,,Code 2 Transport,02/18/2018 08:32:41 PM,400 Block of EDDY ST,San Francisco,94102,B02,03,1545,3,3,3,false,Fire,1,TRUCK,1,2,6,Tenderloin
Outside Fire,02/18/2018,02/18/2018,02/18/2018 07:43:52 PM,02/18/2018 07:47:57 PM,02/18/2018 07:48:05 PM,02/18/2018 07:50:01 PM,02/18/2018 07:51:33 PM,,,Fire,02/18/2018 08:01:43 PM,1400 Block of POTRERO AVE,San Francisco,94110,B10,09,2624,3,3,3,true,Fire,1,ENGINE,1,10,10,Mission
Outside Fire,11/24/2018,11/23/2018,11/24/2018 04:59:28 AM,11/24/2018 05:00:59 AM,11/24/2018 05:03:07 AM,11/24/2018 05:03:07 AM,11/24/2018 05:04:25 AM,,,Fire,11/24/2018 05:05:52 AM,CEDAR ST/POLK ST,San Francisco,94109,B04,03,1641,3,3,3,true,Fire,1,ENGINE,1,4,6,Tenderloin
Outside Fire,11/24/2018,11/23/2018,11/24/2018 04:59:28 AM,11/24/2018 05:00:59 AM,11/24/2018 05:01:41 AM,11/24/2018 05:02:27 AM,,,,Fire,11/24/2018 05:03:31 AM,CEDAR ST/POLK ST,San Francisco,94109,B04,03,1641,3,3,3,true,Fire,1,ENGINE,2,4,6,Tenderloin
Outside Fire,11/24/2018,11/23/2018,11/24/2018 05:09:33 AM,11/24/2018 05:11:31 AM,11/24/2018 05:12:40 AM,11/24/2018 05:12:40 AM,11/24/2018 05:12:40 AM,,,Fire,11/24/2018 05:12:45 AM,CEDAR ST/POLK ST,San Francisco,94109,B04,03,1641,3,3,3,true,Fire,1,ENGINE,1,4,6,Tenderloin
Vehicle Fire,02/20/2018,02/20/2018,02/20/2018 11:48:27 PM,02/20/2018 11:50:28 PM,02/20/2018 11:50:55 PM,02/20/2018 11:52:43 PM,,,,Fire,02/20/2018 11:53:48 PM,900 Block of INNES AVE,San Francisco,94124,B10,17,6632,3,3,3,false,Fire,1,TRUCK,2,10,10,Bayview Hunters Point
Vehicle Fire,11/24/2018,11/24/2018,11/24/2018 02:46:42 PM,11/24/2018 02:47:17 PM,11/24/2018 02:47:38 PM,11/24/2018 02:48:10 PM,11/24/2018 02:51:25 PM,,,Cancelled,11/24/2018 02:51:52 PM,LARKIN ST/FULTON ST,San Francisco,94102,B02,36,1645,3,3,3,true,Fire,1,ENGINE,2,2,6,Tenderloin
Vehicle Fire,11/24/2018,11/24/2018,11/24/2018 02:46:42 PM,11/24/2018 02:47:17 PM,11/24/2018 02:47:38 PM,11/24/2018 02:48:38 PM,11/24/2018 02:50:41 PM,,,Cancelled,11/24/2018 02:52:15 PM,LARKIN ST/FULTON ST,San Francisco,94102,B02,36,1645,3,3,3,false,Fire,1,TRUCK,1,2,6,Tenderloin
Outside Fire,11/24/2018,11/24/2018,11/24/2018 03:05:20 PM,11/24/2018 03:06:15 PM,11/24/2018 03:06:59 PM,11/24/2018 03:08:47 PM,11/24/2018 03:11:39 PM,,,Fire,11/24/2018 03:19:37 PM,1500 Block of GOUGH ST,San Francisco,94109,B04,38,3255,3,3,3,true,Fire,1,ENGINE,1,4,2,Western Addition
Outside Fire,11/24/2018,11/24/2018,11/24/2018 04:15:57 PM,11/24/2018 04:15:57 PM,11/24/2018 04:15:57 PM,11/24/2018 04:15:57 PM,11/24/2018 04:15:57 PM,,,Fire,11/24/2018 04:22:00 PM,SHAFTER AV/LANE ST,San Francisco,94124,B10,17,6547,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,11/24/2018,11/24/2018,11/24/2018 07:20:16 PM,11/24/2018 07:20:16 PM,11/24/2018 07:20:27 PM,11/24/2018 07:21:10 PM,11/24/2018 07:23:06 PM,,,Fire,11/24/2018 07:24:34 PM,JUDAH ST/46TH AV,San Francisco,94122,B08,23,7721,B,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside
Structure Fire,09/07/2018,09/07/2018,09/07/2018 04:52:52 PM,09/07/2018 04:53:54 PM,09/07/2018 04:54:25 PM,09/07/2018 04:55:20 PM,09/07/2018 04:59:41 PM,,,Fire,09/07/2018 06:21:12 PM,500 Block of FILLMORE ST,San Francisco,94117,B05,05,3532,3,3,3,true,Fire,1,ENGINE,9,2,5,Hayes Valley
Structure Fire,09/07/2018,09/07/2018,09/07/2018 04:52:52 PM,09/07/2018 04:53:54 PM,09/07/2018 04:54:25 PM,09/07/2018 04:54:51 PM,09/07/2018 04:56:48 PM,,,Fire,09/07/2018 06:40:50 PM,500 Block of FILLMORE ST,San Francisco,94117,B05,05,3532,3,3,3,false,Fire,1,ENGINE,1,2,5,Hayes Valley
Structure Fire,09/07/2018,09/07/2018,09/07/2018 04:52:52 PM,09/07/2018 04:53:54 PM,09/07/2018 04:54:25 PM,09/07/2018 04:55:16 PM,09/07/2018 04:57:09 PM,,,Fire,09/07/2018 07:20:07 PM,500 Block of FILLMORE ST,San Francisco,94117,B05,05,3532,3,3,3,true,Fire,1,ENGINE,2,2,5,Hayes Valley
Structure Fire,09/07/2018,09/07/2018,09/07/2018 04:52:52 PM,09/07/2018 04:53:54 PM,09/07/2018 04:56:57 PM,09/07/2018 04:58:37 PM,09/07/2018 04:59:41 PM,,,Fire,09/07/2018 05:34:58 PM,500 Block of FILLMORE ST,San Francisco,94117,B05,05,3532,3,3,3,true,Fire,1,RESCUE CAPTAIN,13,2,5,Hayes Valley
Structure Fire,02/23/2018,02/23/2018,02/23/2018 08:30:42 PM,02/23/2018 08:30:58 PM,02/23/2018 08:36:29 PM,02/23/2018 08:36:29 PM,02/23/2018 08:36:33 PM,,,Fire,02/23/2018 09:56:39 PM,1200 Block of 44TH AVE,San Francisco,94122,B08,23,7654,3,3,3,true,Fire,1,MEDIC,2,8,4,Sunset/Parkside
Outside Fire,02/19/2018,02/18/2018,02/19/2018 12:13:55 AM,02/19/2018 12:17:07 AM,02/19/2018 12:18:02 AM,02/19/2018 12:19:53 AM,02/19/2018 12:22:00 AM,,,Fire,02/19/2018 12:25:50 AM,300 Block of LEAVENWORTH ST,San Francisco,94109,B02,03,1545,3,3,3,true,Fire,1,ENGINE,1,2,6,Tenderloin
Outside Fire,02/19/2018,02/18/2018,02/19/2018 01:22:28 AM,02/19/2018 01:23:15 AM,02/19/2018 01:25:45 AM,02/19/2018 01:28:06 AM,02/19/2018 01:32:18 AM,,,Against Medical Advice,02/19/2018 01:52:18 AM,RUSS ST/FOLSOM ST,San Francisco,94103,B03,01,2252,3,3,3,false,Fire,1,CHIEF,3,3,6,South of Market
Outside Fire,02/19/2018,02/18/2018,02/19/2018 01:22:28 AM,02/19/2018 01:23:15 AM,02/19/2018 01:23:26 AM,02/19/2018 01:25:21 AM,02/19/2018 01:26:27 AM,,,Against Medical Advice,02/19/2018 01:44:50 AM,RUSS ST/FOLSOM ST,San Francisco,94103,B03,01,2252,3,3,3,true,Fire,1,ENGINE,1,3,6,South of Market
Outside Fire,02/19/2018,02/18/2018,02/19/2018 01:22:28 AM,02/19/2018 01:23:15 AM,02/19/2018 01:25:45 AM,02/19/2018 01:28:11 AM,,,,Against Medical Advice,02/19/2018 01:29:33 AM,RUSS ST/FOLSOM ST,San Francisco,94103,B03,01,2252,3,3,3,true,Fire,1,RESCUE CAPTAIN,4,3,6,South of Market
Outside Fire,02/19/2018,02/19/2018,02/19/2018 09:10:48 AM,02/19/2018 09:11:48 AM,02/19/2018 09:11:58 AM,02/19/2018 09:13:00 AM,02/19/2018 09:14:45 AM,,,Fire,02/19/2018 09:18:59 AM,DOLORES ST/18TH ST,San Francisco,94110,B02,06,5251,3,3,3,false,Fire,1,ENGINE,1,2,8,Mission
Outside Fire,02/19/2018,02/19/2018,02/19/2018 10:27:53 AM,02/19/2018 10:30:05 AM,02/19/2018 10:30:17 AM,02/19/2018 10:31:08 AM,02/19/2018 10:36:00 AM,,,Fire,02/19/2018 10:47:07 AM,100 Block of MARY THERESA ST,San Francisco,94134,B10,44,6271,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Industrial Accidents,02/19/2018,02/19/2018,02/19/2018 02:21:27 PM,02/19/2018 02:23:59 PM,02/19/2018 02:26:57 PM,02/19/2018 02:26:57 PM,02/19/2018 02:30:40 PM,,,Patient Declined Transport,02/19/2018 02:38:01 PM,1200 Block of VAN NESS AVE,San Francisco,94109,B04,03,3161,2,3,3,true,Fire,1,RESCUE CAPTAIN,3,4,3,Nob Hill
Industrial Accidents,02/19/2018,02/19/2018,02/19/2018 02:21:27 PM,02/19/2018 02:23:59 PM,02/19/2018 02:25:42 PM,02/19/2018 02:27:14 PM,02/19/2018 02:28:45 PM,,,Patient Declined Transport,02/19/2018 02:38:51 PM,1200 Block of VAN NESS AVE,San Francisco,94109,B04,03,3161,2,3,3,false,Fire,1,TRUCK,2,4,3,Nob Hill
Outside Fire,02/19/2018,02/19/2018,02/19/2018 03:21:27 PM,02/19/2018 03:22:41 PM,02/19/2018 03:22:58 PM,02/19/2018 03:23:46 PM,02/19/2018 03:26:45 PM,,,Fire,02/19/2018 03:35:18 PM,3RD ST/FOLSOM ST,San Francisco,94107,B03,01,2176,3,3,3,true,Fire,1,ENGINE,1,3,6,South of Market
Outside Fire,02/20/2018,02/20/2018,02/20/2018 08:44:49 PM,02/20/2018 08:47:23 PM,02/20/2018 08:47:50 PM,02/20/2018 08:48:53 PM,02/20/2018 08:50:49 PM,,,Fire,02/20/2018 09:00:05 PM,POTRERO AV/25TH ST,San Francisco,94110,B10,09,2624,3,3,3,false,Fire,1,CHIEF,2,10,9,Mission
Outside Fire,11/25/2018,11/24/2018,11/25/2018 03:20:55 AM,11/25/2018 03:22:17 AM,11/25/2018 03:22:26 AM,11/25/2018 03:23:40 AM,11/25/2018 03:25:25 AM,,,Fire,11/25/2018 03:31:58 AM,CALIFORNIA ST/POLK ST,San Francisco,94109,B04,41,1635,3,3,3,true,Fire,1,ENGINE,1,4,3,Nob Hill
Vehicle Fire,11/25/2018,11/24/2018,11/25/2018 03:27:36 AM,11/25/2018 03:30:12 AM,11/25/2018 03:30:39 AM,11/25/2018 03:32:51 AM,,,,Fire,11/25/2018 03:35:27 AM,DUBOCE AV/WALTER ST,San Francisco,94114,B05,06,5131,3,3,3,false,Fire,1,CHIEF,3,5,8,Castro/Upper Market
Vehicle Fire,11/25/2018,11/24/2018,11/25/2018 03:27:36 AM,11/25/2018 03:30:12 AM,11/25/2018 03:30:39 AM,11/25/2018 03:32:04 AM,11/25/2018 03:33:24 AM,,,Fire,11/25/2018 03:35:32 AM,DUBOCE AV/WALTER ST,San Francisco,94114,B05,06,5131,3,3,3,false,Fire,1,ENGINE,1,5,8,Castro/Upper Market
Vehicle Fire,11/25/2018,11/24/2018,11/25/2018 03:27:36 AM,11/25/2018 03:30:12 AM,11/25/2018 03:30:39 AM,11/25/2018 03:32:36 AM,11/25/2018 03:33:58 AM,,,Fire,11/25/2018 03:36:57 AM,DUBOCE AV/WALTER ST,San Francisco,94114,B05,06,5131,3,3,3,false,Fire,1,TRUCK,2,5,8,Castro/Upper Market
Outside Fire,11/25/2018,11/24/2018,11/25/2018 04:01:33 AM,11/25/2018 04:04:54 AM,11/25/2018 04:05:31 AM,11/25/2018 04:08:22 AM,11/25/2018 04:10:36 AM,,,Fire,11/25/2018 04:33:52 AM,BAYSHORE BL/HELENA ST,San Francisco,94134,B10,42,6364,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
